CustomerID,2010 revenue,days_since_first_purchase,days_since_last_purchase,number_of_purchases,avg_order_cost,2011 revenue
15555.0,989.8199999999999,25.0,17.0,3.0,329.94,3815.35
15563.0,270.19000000000005,14.0,14.0,1.0,270.19000000000005,1130.25
15570.0,1064.64,25.0,13.0,3.0,354.88000000000005,3100.88
15574.0,590.1499999999997,28.0,14.0,2.0,295.0749999999999,112.1
15581.0,325.96,22.0,9.0,3.0,108.65333333333332,3354.0099999999998
15587.0,344.88,7.0,7.0,1.0,344.88,568.8
15596.0,402.31999999999994,21.0,21.0,1.0,402.31999999999994,1004.2700000000001
15601.0,1236.4500000000003,28.0,14.0,2.0,618.2250000000001,5540.110000000001
15602.0,152.55,24.0,16.0,2.0,76.275,1145.32
15605.0,194.85,29.0,29.0,1.0,194.85,1003.3800000000001
15615.0,1081.19,15.0,15.0,1.0,1081.19,9318.549999999997
15620.0,424.4899999999999,14.0,14.0,1.0,424.4899999999999,1128.6899999999998
15628.0,319.18,22.0,22.0,1.0,319.18,2551.06
15640.0,2766.6900000000005,28.0,11.0,3.0,922.2300000000001,9748.97
15641.0,308.37000000000006,15.0,15.0,1.0,308.37000000000006,1578.8299999999997
15646.0,189.8,28.0,28.0,1.0,189.8,257.84000000000003
15649.0,510.0,23.0,23.0,1.0,510.0,306.0
15658.0,306.20000000000005,28.0,28.0,1.0,306.20000000000005,717.9000000000001
15660.0,209.3,21.0,21.0,1.0,209.3,1391.56
15680.0,478.88999999999993,22.0,22.0,1.0,478.88999999999993,854.7900000000001
15689.0,103.5,17.0,17.0,1.0,103.5,150.6
15694.0,847.33,28.0,16.0,3.0,282.4433333333333,5632.070000000001
15708.0,350.67999999999995,25.0,25.0,1.0,350.67999999999995,3013.56
15713.0,171.15,22.0,22.0,1.0,171.15,185.55
15716.0,547.0999999999998,25.0,25.0,1.0,547.0999999999998,571.71
15727.0,1536.8500000000001,15.0,15.0,1.0,1536.8500000000001,3642.1099999999997
15732.0,138.1,28.0,28.0,1.0,138.1,156.02
15738.0,329.65,28.0,28.0,1.0,329.65,4482.7699999999995
15750.0,340.52,22.0,22.0,1.0,340.52,2124.9599999999996
15752.0,259.65,28.0,28.0,1.0,259.65,2377.7299999999996
15759.0,97.24000000000001,14.0,14.0,1.0,97.24000000000001,155.8
15777.0,365.55,17.0,17.0,1.0,365.55,681.56
15780.0,177.15,13.0,13.0,1.0,177.15,298.13
15805.0,370.80000000000007,20.0,20.0,1.0,370.80000000000007,5157.6799999999985
15808.0,2249.850000000001,25.0,17.0,2.0,1124.9250000000004,1485.1199999999997
15811.0,438.79999999999995,21.0,13.0,2.0,219.39999999999998,1779.8200000000002
15822.0,440.20000000000005,15.0,15.0,1.0,440.20000000000005,445.2700000000001
15827.0,190.93,28.0,28.0,1.0,190.93,1645.16
15838.0,957.5,23.0,23.0,1.0,957.5,32685.58
15854.0,230.10000000000005,17.0,17.0,1.0,230.10000000000005,2744.55
15856.0,3281.31,21.0,7.0,3.0,1093.77,13106.260000000002
15858.0,383.93,23.0,23.0,1.0,383.93,1054.92
15860.0,102.66,24.0,24.0,1.0,102.66,874.55
15862.0,354.2300000000001,29.0,29.0,1.0,354.2300000000001,478.65000000000003
15867.0,557.22,25.0,10.0,3.0,185.74,3255.4200000000005
15881.0,155.25,20.0,17.0,2.0,77.625,346.13999999999993
15882.0,371.32,24.0,24.0,1.0,371.32,145.04000000000002
15889.0,297.91999999999996,25.0,25.0,1.0,297.91999999999996,148.95000000000002
15894.0,156.74000000000004,25.0,25.0,1.0,156.74000000000004,106.81
15898.0,521.6899999999998,24.0,23.0,2.0,260.8449999999999,867.19
15916.0,232.45,22.0,22.0,1.0,232.45,1295.64
15919.0,270.71999999999986,24.0,24.0,1.0,270.71999999999986,369.1699999999997
15950.0,428.82,15.0,15.0,1.0,428.82,1336.69
15953.0,209.83999999999997,25.0,25.0,1.0,209.83999999999997,1449.54
15955.0,572.3799999999999,28.0,28.0,1.0,572.3799999999999,3843.88
15965.0,156.19,23.0,23.0,1.0,156.19,689.4499999999998
15983.0,1148.27,29.0,16.0,3.0,382.75666666666666,326.75000000000006
15984.0,122.7,24.0,24.0,1.0,122.7,2714.9700000000003
15987.0,113.48,24.0,24.0,1.0,113.48,1337.8000000000002
15996.0,263.24999999999994,22.0,22.0,1.0,263.24999999999994,797.4300000000001
15998.0,863.39,18.0,18.0,1.0,863.39,2226.5800000000004
16003.0,1181.0000000000002,15.0,15.0,1.0,1181.0000000000002,1554.37
16010.0,110.1,18.0,18.0,1.0,110.1,297.4
16011.0,406.1,22.0,18.0,2.0,203.05,2956.61
16013.0,2973.0,27.0,13.0,3.0,991.0,34157.6
16016.0,382.2699999999999,22.0,22.0,1.0,382.2699999999999,1126.49
16019.0,219.10000000000002,20.0,20.0,1.0,219.10000000000002,3567.14
16033.0,309.69000000000005,25.0,16.0,2.0,154.84500000000003,8506.71
16037.0,300.46000000000004,14.0,14.0,1.0,300.46000000000004,554.56
16059.0,118.24999999999999,23.0,23.0,1.0,118.24999999999999,1341.6099999999997
16062.0,247.56,20.0,20.0,1.0,247.56,906.0599999999997
16081.0,157.6,22.0,22.0,1.0,157.6,2649.3
16083.0,337.98,16.0,16.0,1.0,337.98,979.64
16086.0,177.26,23.0,23.0,1.0,177.26,944.1300000000001
16098.0,430.6,29.0,29.0,1.0,430.6,1575.0300000000002
16122.0,105.72,22.0,22.0,1.0,105.72,578.7
16134.0,283.53000000000003,15.0,15.0,1.0,283.53000000000003,334.55999999999995
16140.0,124.14000000000001,27.0,27.0,1.0,124.14000000000001,601.0400000000001
16143.0,811.3499999999999,25.0,10.0,2.0,405.67499999999995,1613.5900000000001
16145.0,302.78,15.0,15.0,1.0,302.78,3496.71
16150.0,393.42,28.0,28.0,1.0,393.42,1659.6000000000001
16153.0,215.01,10.0,10.0,1.0,215.01,1609.2199999999998
16161.0,576.3,24.0,15.0,3.0,192.1,4999.260000000001
16163.0,441.6,21.0,21.0,1.0,441.6,415.00000000000006
16168.0,275.79999999999995,25.0,25.0,1.0,275.79999999999995,3511.7999999999997
16186.0,307.67999999999995,28.0,28.0,1.0,307.67999999999995,3699.2600000000007
16191.0,627.5999999999999,16.0,16.0,1.0,627.5999999999999,4552.92
16203.0,170.7,28.0,28.0,1.0,170.7,422.20000000000005
16218.0,471.29999999999995,29.0,29.0,1.0,471.29999999999995,2613.38
16221.0,166.74,23.0,23.0,1.0,166.74,698.1199999999998
16233.0,147.39999999999998,22.0,22.0,1.0,147.39999999999998,389.28000000000003
16241.0,277.65,25.0,25.0,1.0,277.65,2330.22
16244.0,1056.6299999999999,28.0,28.0,1.0,1056.6299999999999,466.11999999999995
16250.0,226.13999999999996,29.0,29.0,1.0,226.13999999999996,163.29999999999998
16255.0,374.25,21.0,21.0,1.0,374.25,2245.66
16265.0,840.81,20.0,20.0,1.0,840.81,4606.19
16271.0,133.21999999999997,14.0,14.0,1.0,133.21999999999997,1296.0200000000004
16293.0,378.75000000000006,23.0,23.0,1.0,378.75000000000006,1870.2399999999998
16306.0,68.1,23.0,23.0,1.0,68.1,564.17
16316.0,308.21999999999997,14.0,14.0,1.0,308.21999999999997,2630.69
16327.0,535.5999999999999,25.0,25.0,1.0,535.5999999999999,3308.6199999999994
16353.0,510.0,25.0,10.0,4.0,127.5,6165.710000000001
16365.0,368.46,23.0,15.0,2.0,184.23,1171.96
16367.0,170.91000000000003,18.0,18.0,1.0,170.91000000000003,633.58
16385.0,148.23,22.0,22.0,1.0,148.23,407.66
16393.0,291.55,25.0,18.0,2.0,145.775,2754.66
16402.0,211.79999999999998,25.0,25.0,1.0,211.79999999999998,87.8
16411.0,131.5,25.0,25.0,1.0,131.5,83.14999999999999
16422.0,2025.3200000000002,25.0,10.0,3.0,675.1066666666667,32659.079999999998
16442.0,151.66000000000003,16.0,16.0,1.0,151.66000000000003,465.13
16455.0,531.98,27.0,17.0,2.0,265.99,1309.1999999999998
16456.0,787.4,29.0,29.0,1.0,787.4,1370.97
16458.0,193.90000000000003,16.0,16.0,1.0,193.90000000000003,3288.8399999999997
16470.0,216.33999999999997,14.0,14.0,1.0,216.33999999999997,546.0500000000001
16477.0,544.4,27.0,8.0,2.0,272.2,1950.06
16503.0,488.09,16.0,16.0,1.0,488.09,943.8400000000001
16519.0,103.7,21.0,21.0,1.0,103.7,111.38
16520.0,325.76000000000005,21.0,21.0,1.0,325.76000000000005,720.81
16525.0,802.44,22.0,14.0,2.0,401.22,12225.01
16531.0,92.82000000000001,16.0,16.0,1.0,92.82000000000001,1151.77
16539.0,747.25,29.0,14.0,2.0,373.625,641.5600000000001
16546.0,299.4,28.0,28.0,1.0,299.4,487.75000000000006
16550.0,554.66,24.0,24.0,1.0,554.66,1744.31
16552.0,95.28999999999999,29.0,29.0,1.0,95.28999999999999,284.44
16553.0,1609.44,16.0,16.0,1.0,1609.44,4110.379999999999
16556.0,310.84999999999997,16.0,16.0,1.0,310.84999999999997,3002.94
16558.0,880.55,22.0,13.0,2.0,440.275,7457.940000000001
16560.0,332.17999999999995,14.0,14.0,1.0,332.17999999999995,509.22999999999996
16596.0,120.65,22.0,22.0,1.0,120.65,129.5
16607.0,654.8199999999999,14.0,13.0,2.0,327.40999999999997,2692.89
16634.0,164.8,28.0,28.0,1.0,164.8,53.1
16638.0,70.80000000000001,24.0,15.0,2.0,35.400000000000006,1609.9199999999998
16654.0,227.4,24.0,24.0,1.0,227.4,373.87
16656.0,428.76,20.0,20.0,1.0,428.76,8197.039999999999
16670.0,403.61,14.0,14.0,1.0,403.61,3692.2900000000004
16686.0,364.97999999999996,11.0,11.0,1.0,364.97999999999996,2697.8499999999995
16700.0,336.93999999999994,22.0,22.0,1.0,336.93999999999994,4739.610000000001
16701.0,476.76,17.0,17.0,1.0,476.76,4921.54
16705.0,1131.7200000000003,14.0,14.0,1.0,1131.7200000000003,12903.269999999999
16710.0,524.97,24.0,16.0,2.0,262.485,1958.0700000000002
16711.0,214.20000000000002,13.0,13.0,1.0,214.20000000000002,1436.83
16713.0,758.5399999999997,22.0,10.0,2.0,379.26999999999987,6164.59
16717.0,307.25,22.0,22.0,1.0,307.25,3551.13
16719.0,430.72999999999996,24.0,24.0,1.0,430.72999999999996,1359.69
16722.0,799.5200000000001,24.0,22.0,2.0,399.76000000000005,3931.2900000000004
16725.0,327.1999999999999,27.0,15.0,2.0,163.59999999999994,453.82000000000005
16726.0,129.57000000000002,17.0,17.0,1.0,129.57000000000002,1252.4499999999998
16743.0,430.2799999999999,14.0,14.0,1.0,430.2799999999999,1807.8100000000002
16746.0,311.64,14.0,14.0,1.0,311.64,6386.02
16770.0,262.20000000000005,28.0,14.0,2.0,131.10000000000002,507.9000000000001
16775.0,231.9,23.0,23.0,1.0,231.9,1463.7600000000002
16779.0,687.8299999999999,22.0,18.0,2.0,343.91499999999996,9941.89
16782.0,577.9899999999998,21.0,15.0,2.0,288.9949999999999,1701.9100000000003
16805.0,214.76999999999998,16.0,16.0,1.0,214.76999999999998,245.82000000000002
16814.0,273.28999999999996,25.0,25.0,1.0,273.28999999999996,6235.809999999998
16816.0,75.78,14.0,14.0,1.0,75.78,341.28000000000003
16817.0,367.3,24.0,15.0,2.0,183.65,1237.45
16835.0,81.75,29.0,29.0,1.0,81.75,99.10000000000001
16839.0,552.24,25.0,25.0,1.0,552.24,16042.109999999997
16863.0,164.25,22.0,22.0,1.0,164.25,338.55
16873.0,2157.6400000000003,20.0,20.0,1.0,2157.6400000000003,4965.98
16883.0,128.03000000000003,27.0,27.0,1.0,128.03000000000003,148.70000000000002
16885.0,190.64999999999995,13.0,13.0,1.0,190.64999999999995,280.86
16891.0,232.25999999999988,27.0,27.0,1.0,232.25999999999988,577.44
16898.0,116.08000000000003,24.0,24.0,1.0,116.08000000000003,392.7300000000001
16899.0,170.55,16.0,16.0,1.0,170.55,1111.0099999999998
16904.0,338.69999999999993,23.0,23.0,1.0,338.69999999999993,3415.5699999999993
16905.0,254.4,27.0,27.0,1.0,254.4,2848.0299999999993
16907.0,182.01999999999992,21.0,21.0,1.0,182.01999999999992,799.6299999999999
16916.0,198.07999999999998,28.0,28.0,1.0,198.07999999999998,378.18000000000006
16919.0,540.0099999999999,24.0,16.0,2.0,270.00499999999994,2056.4400000000005
16923.0,550.4999999999999,18.0,18.0,1.0,550.4999999999999,6697.109999999999
16927.0,218.1,17.0,17.0,1.0,218.1,324.95
16928.0,116.25,29.0,29.0,1.0,116.25,2731.3500000000004
16931.0,364.65999999999997,25.0,13.0,2.0,182.32999999999998,4239.5599999999995
16945.0,279.85,14.0,14.0,1.0,279.85,4065.6499999999996
16950.0,172.0,23.0,23.0,1.0,172.0,1006.5599999999998
16954.0,346.79999999999995,15.0,15.0,1.0,346.79999999999995,1738.2799999999997
16955.0,189.10000000000002,29.0,24.0,2.0,94.55000000000001,329.56999999999994
16983.0,163.49,25.0,25.0,1.0,163.49,1767.76
16985.0,933.3200000000002,14.0,14.0,1.0,933.3200000000002,4530.799999999999
16996.0,127.54,9.0,9.0,1.0,127.54,1329.42
17001.0,397.96,14.0,14.0,1.0,397.96,3591.6100000000006
17007.0,207.12,13.0,13.0,1.0,207.12,682.81
17017.0,2357.64,28.0,16.0,4.0,589.41,6336.620000000001
17019.0,358.8199999999999,24.0,24.0,1.0,358.8199999999999,913.7900000000001
17025.0,160.97,29.0,29.0,1.0,160.97,196.8
17026.0,33.15,25.0,25.0,1.0,33.15,121.67999999999999
17033.0,307.79999999999995,15.0,15.0,1.0,307.79999999999995,722.34
17041.0,304.49999999999994,16.0,16.0,1.0,304.49999999999994,777.0699999999999
17059.0,722.3599999999996,25.0,25.0,1.0,722.3599999999996,2372.679999999999
17062.0,435.73,25.0,14.0,3.0,145.24333333333334,102.64000000000003
17068.0,297.45,24.0,14.0,2.0,148.725,4254.6900000000005
17069.0,583.2,29.0,10.0,2.0,291.6,2126.4999999999995
17076.0,151.5,20.0,20.0,1.0,151.5,689.5799999999999
17085.0,740.44,18.0,10.0,2.0,370.22,826.2100000000002
17090.0,61.199999999999996,10.0,10.0,1.0,61.199999999999996,1982.7500000000002
17091.0,293.45,23.0,23.0,1.0,293.45,3534.3100000000004
17097.0,174.72000000000003,21.0,21.0,1.0,174.72000000000003,779.7
17126.0,212.60000000000005,18.0,18.0,1.0,212.60000000000005,792.15
17135.0,215.57999999999998,27.0,27.0,1.0,215.57999999999998,924.1499999999999
17146.0,298.25,14.0,14.0,1.0,298.25,451.53
17158.0,413.7899999999999,16.0,16.0,1.0,413.7899999999999,853.1800000000001
17179.0,243.00000000000003,17.0,17.0,1.0,243.00000000000003,468.7900000000001
17181.0,155.52,29.0,29.0,1.0,155.52,84.40000000000002
17188.0,513.64,18.0,18.0,1.0,513.64,1960.5900000000001
17189.0,227.21999999999994,15.0,15.0,1.0,227.21999999999994,157.18000000000004
17191.0,510.11,24.0,24.0,1.0,510.11,1585.0199999999995
17194.0,252.6199999999999,16.0,16.0,1.0,252.6199999999999,10.0
17198.0,521.6599999999999,27.0,21.0,2.0,260.8299999999999,170.56
17211.0,779.71,25.0,9.0,3.0,259.90333333333336,1537.5100000000002
17213.0,615.8500000000001,22.0,9.0,2.0,307.92500000000007,2165.38
17214.0,171.05,15.0,15.0,1.0,171.05,898.07
17218.0,606.28,24.0,11.0,3.0,202.09333333333333,1354.44
17220.0,317.50000000000006,20.0,20.0,1.0,317.50000000000006,2880.75
17223.0,292.8399999999999,24.0,24.0,1.0,292.8399999999999,133.95
17227.0,142.24999999999997,24.0,24.0,1.0,142.24999999999997,797.0699999999999
17228.0,355.94999999999993,28.0,23.0,2.0,177.97499999999997,1550.14
17230.0,2760.01,15.0,10.0,2.0,1380.005,878.3999999999999
17231.0,232.01000000000002,17.0,17.0,1.0,232.01000000000002,2942.3099999999995
17235.0,341.9,28.0,28.0,1.0,341.9,208.16
17236.0,126.28,18.0,18.0,1.0,126.28,789.85
17238.0,370.09000000000003,27.0,27.0,1.0,370.09000000000003,3374.56
17243.0,855.05,25.0,11.0,3.0,285.01666666666665,7821.799999999999
17259.0,381.63999999999976,24.0,24.0,1.0,381.63999999999976,221.72999999999993
17262.0,268.86,22.0,22.0,1.0,268.86,984.5
17287.0,222.7,28.0,23.0,2.0,111.35,841.4099999999999
17288.0,133.56,14.0,14.0,1.0,133.56,1286.1699999999998
17293.0,346.14,17.0,17.0,1.0,346.14,1528.9700000000003
17306.0,324.0,9.0,9.0,1.0,324.0,8307.31
17315.0,108.92000000000002,13.0,13.0,1.0,108.92000000000002,6183.34
17320.0,450.92,24.0,24.0,1.0,450.92,749.6999999999999
17324.0,127.05000000000001,22.0,22.0,1.0,127.05000000000001,863.18
17338.0,767.6000000000001,17.0,17.0,1.0,767.6000000000001,5876.33
17339.0,60.0,21.0,21.0,1.0,60.0,183.36
17341.0,513.5999999999999,22.0,22.0,1.0,513.5999999999999,267.76000000000005
17346.0,247.84000000000003,29.0,15.0,2.0,123.92000000000002,2428.72
17358.0,246.69999999999993,11.0,11.0,1.0,246.69999999999993,119.15
17371.0,97.63,17.0,17.0,1.0,97.63,326.26
17372.0,370.78,18.0,16.0,2.0,185.39,971.9000000000001
17375.0,109.71000000000001,17.0,17.0,1.0,109.71000000000001,290.39
17377.0,785.0799999999999,29.0,13.0,3.0,261.6933333333333,3315.8399999999997
17392.0,312.4099999999999,14.0,14.0,1.0,312.4099999999999,145.5
17396.0,397.5,27.0,27.0,1.0,397.5,6933.3
17400.0,424.17,9.0,9.0,1.0,424.17,1705.7899999999997
17402.0,459.9699999999999,25.0,25.0,1.0,459.9699999999999,2173.88
17406.0,702.0999999999999,22.0,22.0,1.0,702.0999999999999,1498.3200000000002
17412.0,447.76,28.0,14.0,2.0,223.88,810.3000000000001
17419.0,374.2699999999999,23.0,23.0,1.0,374.2699999999999,3852.3
17420.0,130.85,29.0,29.0,1.0,130.85,467.98
17428.0,893.95,24.0,17.0,2.0,446.975,16362.9
17430.0,112.6,21.0,21.0,1.0,112.6,153.16000000000003
17449.0,684.2600000000004,15.0,15.0,1.0,684.2600000000004,1836.5999999999997
17454.0,165.85000000000002,15.0,15.0,1.0,165.85000000000002,351.67999999999995
17460.0,70.30000000000001,29.0,28.0,2.0,35.150000000000006,552.13
17470.0,178.4,23.0,23.0,1.0,178.4,946.67
17491.0,327.4,23.0,23.0,1.0,327.4,3231.4700000000003
17519.0,335.29999999999995,24.0,24.0,1.0,335.29999999999995,1508.7199999999998
17526.0,238.6,21.0,16.0,2.0,119.3,957.3000000000001
17530.0,300.64000000000004,21.0,21.0,1.0,300.64000000000004,2084.36
17552.0,298.52,28.0,28.0,1.0,298.52,631.8900000000001
17567.0,517.95,28.0,28.0,1.0,517.95,3813.53
17572.0,70.80000000000001,29.0,29.0,1.0,70.80000000000001,155.95
17576.0,297.0,21.0,17.0,2.0,148.5,3325.6800000000003
17580.0,46.85,14.0,14.0,1.0,46.85,168.87
17581.0,786.7799999999999,28.0,28.0,1.0,786.7799999999999,10258.26
17591.0,406.5999999999999,23.0,23.0,1.0,406.5999999999999,1819.37
17593.0,662.9000000000001,8.0,8.0,1.0,662.9000000000001,3264.4400000000005
17596.0,392.61999999999995,24.0,24.0,1.0,392.61999999999995,2435.3099999999995
17611.0,244.18999999999994,17.0,17.0,1.0,244.18999999999994,3740.0299999999993
17616.0,326.4,23.0,23.0,1.0,326.4,244.79999999999998
17618.0,320.2799999999999,18.0,18.0,1.0,320.2799999999999,651.3
17621.0,239.39999999999998,10.0,10.0,1.0,239.39999999999998,1140.5000000000002
17629.0,238.65000000000003,15.0,15.0,1.0,238.65000000000003,1575.47
17646.0,251.00000000000003,21.0,21.0,1.0,251.00000000000003,757.39
17655.0,676.1000000000001,22.0,22.0,1.0,676.1000000000001,1962.84
17659.0,359.95000000000005,28.0,14.0,2.0,179.97500000000002,2639.51
17671.0,394.18,21.0,21.0,1.0,394.18,1178.53
17674.0,300.65999999999997,24.0,24.0,1.0,300.65999999999997,250.37999999999997
17675.0,1019.1200000000001,23.0,20.0,2.0,509.56000000000006,19355.160000000003
17676.0,300.7,22.0,22.0,1.0,300.7,1086.98
17677.0,1616.6000000000001,24.0,22.0,2.0,808.3000000000001,14746.630000000001
17682.0,391.5,24.0,24.0,1.0,391.5,2082.83
17685.0,463.02,28.0,16.0,2.0,231.51,2728.5100000000007
17690.0,687.9000000000001,29.0,20.0,3.0,229.30000000000004,4070.05
17692.0,343.26,15.0,15.0,1.0,343.26,397.68
17696.0,175.60000000000002,20.0,20.0,1.0,175.60000000000002,2110.1099999999997
17706.0,477.83,22.0,22.0,1.0,477.83,10026.660000000002
17720.0,102.0,23.0,23.0,1.0,102.0,1093.9399999999998
17722.0,910.1400000000004,22.0,22.0,1.0,910.1400000000004,1513.9
17735.0,454.5999999999999,23.0,23.0,1.0,454.5999999999999,12655.42
17739.0,360.06,16.0,16.0,1.0,360.06,2431.29
17744.0,377.52,14.0,14.0,1.0,377.52,1944.88
17757.0,565.8000000000001,28.0,16.0,4.0,141.45000000000002,5039.490000000001
17760.0,172.54,29.0,29.0,1.0,172.54,115.05
17787.0,736.2800000000002,27.0,27.0,1.0,736.2800000000002,1128.91
17790.0,399.54999999999995,20.0,13.0,3.0,133.1833333333333,1566.0000000000002
17796.0,114.65,25.0,25.0,1.0,114.65,583.25
17799.0,223.48000000000002,17.0,17.0,1.0,223.48000000000002,2832.45
17802.0,100.19999999999999,28.0,28.0,1.0,100.19999999999999,1184.8400000000001
17809.0,1251.5000000000002,29.0,27.0,2.0,625.7500000000001,4160.410000000001
17812.0,217.54999999999998,24.0,24.0,1.0,217.54999999999998,514.6099999999999
17816.0,16.209999999999997,21.0,21.0,1.0,16.209999999999997,20.35
17819.0,980.12,27.0,18.0,2.0,490.06,2724.75
17827.0,1271.8,20.0,20.0,1.0,1271.8,723.6600000000001
17838.0,935.56,28.0,21.0,2.0,467.78,1843.7400000000002
17841.0,2473.0699999999997,29.0,11.0,6.0,412.1783333333333,38518.49999999999
17848.0,97.3,14.0,14.0,1.0,97.3,803.9
17857.0,1340.7,21.0,14.0,2.0,670.35,25538.339999999997
17858.0,1556.8500000000001,25.0,15.0,2.0,778.4250000000001,3598.8099999999995
17863.0,384.71999999999997,25.0,25.0,1.0,384.71999999999997,2775.2799999999997
17865.0,1079.83,20.0,13.0,2.0,539.915,9446.49
17869.0,214.31999999999996,24.0,24.0,1.0,214.31999999999996,213.86
17870.0,326.4,22.0,22.0,1.0,326.4,1567.95
17873.0,215.15,29.0,29.0,1.0,215.15,1644.0100000000002
17884.0,324.62,27.0,24.0,2.0,162.31,392.83
17888.0,29.43,13.0,13.0,1.0,29.43,696.6200000000001
17890.0,476.9599999999998,17.0,17.0,1.0,476.9599999999998,125.13000000000002
17894.0,515.85,22.0,8.0,4.0,128.9625,603.96
17897.0,434.62,29.0,23.0,2.0,217.31,131.98
17905.0,394.15,29.0,8.0,2.0,197.075,406.09
17912.0,289.41,20.0,15.0,3.0,96.47000000000001,21.6
17913.0,218.05,11.0,11.0,1.0,218.05,193.54999999999995
17917.0,110.91000000000001,18.0,18.0,1.0,110.91000000000001,230.37
17920.0,735.9099999999996,29.0,24.0,2.0,367.9549999999998,3468.189999999999
17924.0,279.0,29.0,29.0,1.0,279.0,2683.5
17937.0,2153.88,18.0,17.0,2.0,1076.94,2147.34
17950.0,263.16999999999996,21.0,21.0,1.0,263.16999999999996,219.02999999999994
17951.0,409.50000000000006,29.0,14.0,2.0,204.75000000000003,599.0400000000001
17954.0,128.68,27.0,23.0,2.0,64.34,2204.04
17961.0,569.75,28.0,9.0,2.0,284.875,726.6899999999999
17964.0,261.76,28.0,28.0,1.0,261.76,209.94000000000005
17965.0,156.8,25.0,21.0,2.0,78.4,2465.7699999999995
17969.0,125.19999999999999,17.0,17.0,1.0,125.19999999999999,103.0
17975.0,621.49,22.0,16.0,2.0,310.745,3867.32
17980.0,295.2,15.0,15.0,1.0,295.2,516.25
17990.0,316.0,17.0,9.0,2.0,158.0,314.8399999999999
17999.0,190.33999999999997,22.0,22.0,1.0,190.33999999999997,191.71999999999994
18016.0,156.65,20.0,20.0,1.0,156.65,1326.9099999999999
18037.0,31.299999999999997,18.0,18.0,1.0,31.299999999999997,38.72
18041.0,634.29,28.0,21.0,2.0,317.145,3549.1000000000004
18043.0,316.4599999999999,22.0,22.0,1.0,316.4599999999999,243.05
18044.0,74.25,16.0,16.0,1.0,74.25,2014.3500000000001
18055.0,1751.12,25.0,14.0,3.0,583.7066666666666,5033.070000000001
18061.0,405.15999999999997,22.0,22.0,1.0,405.15999999999997,1714.2500000000002
18065.0,345.0199999999999,20.0,20.0,1.0,345.0199999999999,2047.8100000000004
18071.0,258.95,21.0,21.0,1.0,258.95,194.05
18075.0,198.95000000000007,16.0,16.0,1.0,198.95000000000007,2412.8
18077.0,396.33000000000004,22.0,11.0,2.0,198.16500000000002,2236.6800000000003
18085.0,303.90000000000003,29.0,29.0,1.0,303.90000000000003,386.05
18092.0,2852.6400000000003,21.0,8.0,3.0,950.8800000000001,6215.620000000001
18097.0,182.52,10.0,10.0,1.0,182.52,2515.2799999999997
18109.0,552.75,25.0,18.0,2.0,276.375,7500.220000000001
18116.0,665.5699999999999,20.0,7.0,3.0,221.85666666666665,752.46
18118.0,608.5100000000001,25.0,20.0,2.0,304.25500000000005,5045.3099999999995
18144.0,502.65,29.0,16.0,2.0,251.325,2386.1
18156.0,206.22999999999993,25.0,25.0,1.0,206.22999999999993,528.71
18168.0,449.94000000000005,28.0,15.0,2.0,224.97000000000003,720.0
18178.0,300.65000000000003,20.0,20.0,1.0,300.65000000000003,1290.1599999999999
18219.0,390.06000000000006,24.0,16.0,2.0,195.03000000000003,1679.7100000000003
18223.0,501.69,14.0,14.0,1.0,501.69,5982.85
18225.0,30.0,21.0,21.0,1.0,30.0,5479.120000000001
18229.0,653.2,29.0,22.0,2.0,326.6,6623.700000000001
18239.0,438.09999999999997,28.0,28.0,1.0,438.09999999999997,1123.51
18245.0,365.73,11.0,11.0,1.0,365.73,2201.3300000000004
18259.0,376.3,22.0,22.0,1.0,376.3,1962.3000000000002
18260.0,230.7,14.0,14.0,1.0,230.7,2412.5
