revenue,num_competitors,median_income,num_loyalty_members,population_density,location_age
17468.82,3.0,25178.48,1350.0,2412.0,8.0
37894.7,3.0,31325.99,1582.0,2766.0,12.0
41873.84,3.0,33449.03,1792.0,2800.0,10.0
42166.8,2.0,29609.22,1446.0,3724.0,10.0
64424.11,4.0,38611.8,2375.0,3147.0,17.0
41719.29,2.0,32894.43,2395.0,2855.0,13.0
19404.29,6.0,25598.15,655.0,3724.0,10.0
32096.89,2.0,30093.27,1759.0,2404.0,12.0
56984.93,3.0,36548.17,1735.0,4345.0,13.0
29800.63,4.0,29694.11,1475.0,4124.0,6.0
42154.66,4.0,34679.19,820.0,5047.0,12.0
33365.95,4.0,30495.01,1197.0,3460.0,11.0
44461.44,3.0,37151.31,901.0,3060.0,12.0
37713.05,5.0,29865.91,1751.0,3638.0,9.0
29497.39,3.0,31722.17,1487.0,3407.0,5.0
41375.83,4.0,32767.67,972.0,5097.0,7.0
51647.22,2.0,33028.58,1146.0,3848.0,11.0
31513.91,5.0,29061.89,2183.0,4069.0,7.0
38499.61,3.0,34896.22,1179.0,3102.0,12.0
45366.59,3.0,31132.65,1653.0,3109.0,13.0
27217.12,5.0,30308.62,1972.0,569.0,12.0
49415.4,4.0,36479.29,963.0,3586.0,10.0
36258.28,4.0,32881.74,2267.0,4498.0,7.0
26400.86,4.0,33749.34,1828.0,3362.0,5.0
30985.25,3.0,29681.93,1379.0,2808.0,11.0
50815.72,4.0,37628.35,2021.0,2119.0,15.0
23088.53,5.0,28351.2,1848.0,3109.0,8.0
48701.09,3.0,30149.69,1222.0,3458.0,15.0
35875.91,3.0,29601.95,1699.0,3705.0,12.0
23938.48,2.0,27051.91,1217.0,3302.0,11.0
23237.55,5.0,34244.45,1640.0,1644.0,8.0
55132.49,3.0,37885.86,1620.0,3072.0,13.0
36693.4,4.0,26304.47,2000.0,3144.0,17.0
14711.98,2.0,21792.84,1028.0,3132.0,6.0
31257.31,0.0,26965.57,1827.0,2775.0,8.0
42159.98,4.0,34912.47,2195.0,3170.0,10.0
34446.64,2.0,28456.77,1663.0,2630.0,12.0
42009.11,4.0,31523.81,1522.0,3605.0,10.0
31156.11,5.0,30809.87,2109.0,3283.0,12.0
46668.85,3.0,30585.91,2250.0,3818.0,11.0
27701.59,3.0,30572.11,2144.0,3343.0,10.0
31418.35,6.0,37108.2,1927.0,1554.0,9.0
10321.22,4.0,26256.46,1528.0,2215.0,4.0
59546.57,2.0,31233.04,1849.0,4335.0,18.0
48320.2,3.0,29370.29,2768.0,2739.0,17.0
44898.68,4.0,29550.51,1391.0,2941.0,17.0
44587.41,3.0,33226.3,1177.0,2747.0,11.0
34167.09,2.0,31236.24,1788.0,2814.0,7.0
55887.64,2.0,33938.23,2474.0,3221.0,12.0
39887.67,2.0,31902.15,1823.0,1262.0,12.0
62236.15,2.0,37369.98,921.0,4214.0,14.0
35882.66,2.0,28112.5,1404.0,3791.0,9.0
18056.8,3.0,25958.4,1434.0,2446.0,7.0
18878.57,4.0,27584.93,2169.0,3024.0,9.0
46341.53,1.0,29490.57,1477.0,3787.0,11.0
49034.23,5.0,38575.0,1291.0,4908.0,8.0
45901.75,3.0,29387.54,1250.0,3907.0,15.0
37833.61,2.0,31558.63,1210.0,2397.0,12.0
29302.91,5.0,33960.23,1546.0,3305.0,10.0
36194.27,3.0,32460.35,389.0,3794.0,10.0
31352.42,4.0,27673.62,1007.0,4591.0,12.0
48825.77,5.0,35365.27,1461.0,3579.0,11.0
26531.32,2.0,30544.73,2653.0,1537.0,7.0
34349.84,4.0,26374.84,2077.0,4092.0,13.0
45585.2,3.0,32948.68,2052.0,2262.0,14.0
36277.74,3.0,25879.43,954.0,3067.0,14.0
39370.6,2.0,27847.27,2499.0,3867.0,12.0
30262.56,3.0,37735.63,1040.0,1296.0,11.0
40924.87,2.0,32785.48,1588.0,4294.0,10.0
55430.55,2.0,37248.0,2024.0,4022.0,10.0
40901.57,6.0,31299.91,885.0,3137.0,14.0
39580.5,3.0,29526.54,1514.0,3145.0,12.0
24315.16,3.0,24467.61,1025.0,3281.0,7.0
56566.28,2.0,40066.88,563.0,3842.0,10.0
32004.95,3.0,33788.73,2248.0,3100.0,7.0
45982.16,3.0,35448.85,1988.0,3188.0,11.0
19123.95,3.0,28163.51,1284.0,3444.0,9.0
54455.55,3.0,34319.81,1617.0,2843.0,16.0
23328.83,6.0,24817.72,1785.0,3374.0,13.0
25140.13,5.0,25604.56,2231.0,2417.0,12.0
37060.19,3.0,34031.73,1541.0,4938.0,6.0
29271.18,3.0,31932.01,1467.0,2455.0,8.0
12773.19,5.0,23512.9,1444.0,3797.0,9.0
45718.27,4.0,33439.71,2155.0,2449.0,16.0
30283.01,4.0,30653.46,1966.0,4145.0,12.0
42852.23,3.0,30030.29,1812.0,3296.0,16.0
25316.93,4.0,32904.62,802.0,3183.0,9.0
39223.79,2.0,31172.24,2303.0,2108.0,14.0
33024.04,3.0,26217.01,2618.0,3412.0,9.0
37258.3,2.0,28878.76,1273.0,3102.0,11.0
44117.41,4.0,26194.72,2009.0,3628.0,15.0
50734.05,3.0,32210.86,1103.0,3651.0,14.0
25739.86,3.0,25098.19,984.0,5603.0,8.0
32628.63,2.0,30710.55,1999.0,2543.0,10.0
43633.81,3.0,36175.84,1336.0,2549.0,11.0
46503.74,3.0,35867.67,2508.0,2159.0,9.0
39652.48,2.0,29823.14,1969.0,4416.0,11.0
31373.16,4.0,32196.45,1551.0,2721.0,6.0
37541.33,4.0,28895.22,1020.0,3008.0,11.0
29973.74,4.0,29898.83,2158.0,2079.0,13.0
50185.17,2.0,32770.55,1650.0,3117.0,12.0
28273.48,3.0,30022.39,1163.0,3020.0,9.0
28368.63,3.0,25501.33,1412.0,3771.0,10.0
22859.36,2.0,27462.08,1308.0,1580.0,10.0
22796.76,5.0,24230.24,2177.0,2681.0,11.0
34378.89,2.0,29616.78,1563.0,3046.0,12.0
38025.14,3.0,28192.02,1749.0,3131.0,14.0
12196.42,3.0,25807.3,1855.0,1632.0,6.0
37598.83,4.0,23753.58,1137.0,3112.0,16.0
32954.9,4.0,30448.47,1414.0,3402.0,9.0
49807.84,4.0,27752.9,2188.0,3923.0,15.0
16282.72,4.0,24371.14,1665.0,3796.0,7.0
35172.44,2.0,29766.02,641.0,2513.0,12.0
41497.2,3.0,30548.23,3105.0,2440.0,13.0
28554.67,3.0,32262.31,2062.0,2883.0,5.0
25828.04,3.0,26204.07,1664.0,2760.0,9.0
39087.63,2.0,28391.18,1330.0,4006.0,13.0
41018.06,3.0,35856.83,752.0,4093.0,9.0
52396.67,5.0,33048.25,2418.0,4282.0,19.0
40837.97,3.0,37009.19,1696.0,3452.0,9.0
41624.78,4.0,30876.57,1417.0,4711.0,11.0
58434.47,4.0,33390.73,1961.0,4413.0,16.0
47279.62,4.0,31304.23,2050.0,5629.0,12.0
38112.32,5.0,28544.35,1355.0,2687.0,15.0
47842.85,4.0,33013.32,1697.0,3478.0,16.0
31178.0,3.0,37943.46,1357.0,2503.0,10.0
30735.7,4.0,27681.76,1136.0,4068.0,12.0
28271.4,4.0,31815.44,1633.0,4637.0,6.0
56939.37,3.0,34087.58,2895.0,3946.0,8.0
40528.18,4.0,36783.52,1017.0,1427.0,11.0
66074.12,4.0,32497.6,2338.0,4569.0,18.0
41878.05,5.0,35491.16,1841.0,4043.0,6.0
32545.74,4.0,34514.01,1556.0,3167.0,8.0
46649.18,4.0,27054.33,1283.0,4436.0,15.0
50201.45,4.0,31885.5,1484.0,2579.0,14.0
12517.17,3.0,26184.24,1842.0,3930.0,5.0
50024.3,4.0,35975.94,1120.0,5509.0,14.0
46757.79,4.0,32344.74,1776.0,3804.0,16.0
54634.7,3.0,33670.53,2096.0,4744.0,13.0
13669.62,3.0,24711.11,793.0,2899.0,7.0
33616.62,1.0,31450.51,1378.0,3131.0,7.0
47149.54,1.0,34063.56,1702.0,3474.0,12.0
31946.87,3.0,27435.74,925.0,3681.0,13.0
25042.1,4.0,25902.96,729.0,4686.0,10.0
50408.44,2.0,29213.17,1379.0,3454.0,15.0
15010.45,5.0,28285.48,1085.0,2419.0,5.0
27711.35,2.0,29559.97,1616.0,2531.0,13.0
18724.9,3.0,25210.9,1979.0,2602.0,9.0
13086.27,4.0,30767.37,835.0,3195.0,4.0
47992.69,2.0,29858.32,1716.0,3415.0,14.0
57651.25,3.0,38638.7,2064.0,3129.0,13.0
36053.21,3.0,36806.96,548.0,2573.0,13.0
40099.21,4.0,31428.68,1272.0,4450.0,12.0
32038.65,5.0,30498.14,1084.0,3861.0,10.0
45789.14,3.0,34966.53,658.0,5015.0,11.0
36616.53,2.0,30164.03,2035.0,4490.0,11.0
49915.74,3.0,37368.94,1562.0,2542.0,14.0
35451.16,4.0,33304.48,1608.0,2893.0,7.0
59264.66,4.0,39856.19,3280.0,3921.0,6.0
43255.52,4.0,34186.57,2286.0,2806.0,11.0
40750.16,3.0,34962.69,2212.0,2989.0,9.0
10207.96,3.0,24713.18,1942.0,1531.0,9.0
43286.78,3.0,30382.28,343.0,5304.0,14.0
23787.84,3.0,31768.63,1928.0,1329.0,5.0
45643.54,4.0,34057.54,1568.0,4563.0,13.0
30322.01,3.0,28027.43,1411.0,2439.0,14.0
40286.81,3.0,38313.72,1020.0,2890.0,11.0
48517.27,4.0,35845.93,918.0,2644.0,10.0
50687.46,2.0,32859.75,1176.0,3004.0,13.0
25984.08,6.0,27557.83,2081.0,2413.0,12.0
48565.53,4.0,31657.72,2276.0,3227.0,11.0
35377.56,4.0,39456.09,1043.0,3205.0,9.0
23072.92,1.0,26308.82,2484.0,1996.0,5.0
30074.72,4.0,27189.92,881.0,4162.0,12.0
44085.76,3.0,31276.12,1546.0,1875.0,16.0
51180.02,5.0,35048.37,1300.0,3022.0,16.0
25632.79,3.0,30067.4,1467.0,2239.0,8.0
30192.95,4.0,28075.26,2473.0,4815.0,10.0
31711.67,3.0,31939.51,1404.0,2585.0,9.0
39373.32,4.0,33542.5,1531.0,3218.0,8.0
45860.28,2.0,31694.91,2115.0,3296.0,8.0
28928.96,3.0,33922.25,1005.0,2812.0,6.0
43797.03,3.0,31443.74,1667.0,1846.0,15.0
42851.24,3.0,33904.59,1224.0,1862.0,12.0
57970.72,3.0,36701.68,1800.0,3314.0,12.0
36693.49,3.0,28196.03,2076.0,2406.0,12.0
39859.69,4.0,33460.76,1939.0,3740.0,11.0
53812.7,3.0,34804.56,1305.0,4663.0,14.0
65351.28,3.0,32384.81,1478.0,4374.0,17.0
23777.5,3.0,28344.11,1027.0,178.0,17.0
43885.88,3.0,26419.86,1685.0,3810.0,16.0
70334.57,4.0,38796.55,1199.0,4998.0,13.0
29339.32,5.0,33755.52,790.0,3518.0,6.0
40570.7,3.0,34259.06,2031.0,3065.0,11.0
30407.05,4.0,30101.19,1320.0,1791.0,10.0
43713.71,4.0,31114.84,1734.0,3691.0,15.0
44268.8,4.0,27909.1,956.0,4949.0,16.0
44818.42,4.0,31830.88,1462.0,2768.0,16.0
45305.14,3.0,39357.43,2117.0,3727.0,5.0
15993.22,5.0,30200.46,1253.0,2798.0,6.0
30585.78,4.0,32895.77,700.0,3316.0,11.0
43339.71,3.0,31517.2,579.0,4554.0,12.0
36172.81,4.0,22372.59,2001.0,1881.0,17.0
39302.44,4.0,30379.04,1581.0,3983.0,10.0
33404.14,2.0,35967.7,1293.0,1578.0,10.0
54222.77,3.0,38158.96,1337.0,2965.0,13.0
39133.28,4.0,35903.37,1850.0,3075.0,7.0
25434.26,5.0,34050.03,1871.0,2786.0,7.0
38052.85,2.0,33125.55,1897.0,3410.0,9.0
25193.7,4.0,31671.97,1731.0,3217.0,9.0
43560.74,3.0,25646.36,1820.0,5239.0,12.0
26618.6,3.0,24639.33,1245.0,5172.0,11.0
37867.16,3.0,31792.56,1313.0,3394.0,8.0
37320.59,3.0,28651.56,1617.0,3409.0,11.0
27021.03,3.0,25873.2,1507.0,3978.0,11.0
55121.37,3.0,33141.67,2397.0,3942.0,16.0
40764.64,4.0,31005.13,1327.0,4142.0,13.0
47174.12,3.0,30127.18,1854.0,4174.0,13.0
40329.99,4.0,30335.46,2260.0,2799.0,12.0
56731.17,4.0,33865.35,2903.0,4171.0,15.0
34154.48,4.0,32105.78,1383.0,2555.0,13.0
29803.96,4.0,25487.11,1663.0,3548.0,12.0
48097.64,3.0,33257.92,1485.0,2370.0,17.0
35535.46,5.0,29838.44,1484.0,3800.0,12.0
32962.66,4.0,34075.72,1300.0,3474.0,7.0
40462.74,2.0,34855.33,816.0,3522.0,9.0
61157.54,4.0,32962.84,1781.0,5279.0,13.0
30470.71,3.0,30055.84,1038.0,2272.0,13.0
53600.4,2.0,38098.83,951.0,4721.0,8.0
64044.91,3.0,36893.57,2841.0,4383.0,12.0
33059.15,5.0,29230.59,1990.0,3270.0,13.0
35474.26,5.0,34360.99,903.0,3182.0,9.0
47633.19,4.0,33214.85,1909.0,2941.0,10.0
25880.17,3.0,24584.31,1607.0,4049.0,9.0
37067.2,3.0,35426.39,1042.0,684.0,13.0
43841.35,2.0,38289.45,1076.0,3441.0,10.0
39553.13,5.0,26010.86,988.0,6249.0,14.0
28712.63,6.0,33998.54,1585.0,1850.0,8.0
30357.38,5.0,29460.7,1428.0,2484.0,13.0
40150.37,3.0,33161.8,1637.0,1717.0,11.0
10921.78,5.0,23633.83,1704.0,4186.0,9.0
27253.28,3.0,37070.52,1654.0,2363.0,10.0
21253.85,3.0,28940.58,1510.0,2597.0,6.0
51067.82,3.0,35256.77,1556.0,2323.0,15.0
26358.7,4.0,29754.96,2098.0,3470.0,7.0
16730.12,4.0,29293.46,1404.0,1143.0,8.0
41679.06,3.0,34215.68,1858.0,1938.0,7.0
27501.97,3.0,30514.49,477.0,2344.0,8.0
50787.37,4.0,33127.21,1937.0,3649.0,14.0
39776.62,5.0,27383.4,1527.0,2435.0,15.0
44145.29,4.0,30884.54,1037.0,3950.0,13.0
57329.53,5.0,35647.87,1422.0,4625.0,16.0
53704.8,4.0,38751.62,1868.0,1649.0,15.0
20079.93,3.0,33400.42,1375.0,2404.0,7.0
43035.32,4.0,31676.65,2108.0,2576.0,12.0
27327.2,3.0,29262.14,1657.0,2964.0,11.0
42055.49,5.0,28367.94,1677.0,4001.0,15.0
36302.67,4.0,33250.92,1396.0,4219.0,11.0
25450.18,3.0,36464.58,2002.0,1093.0,7.0
30941.77,1.0,28044.36,1232.0,2711.0,7.0
38998.92,3.0,29096.46,1449.0,3355.0,10.0
49247.14,3.0,34127.4,2206.0,3218.0,10.0
34418.4,3.0,30851.18,1593.0,2035.0,9.0
24375.44,3.0,25249.79,1482.0,2568.0,9.0
26798.45,5.0,34511.68,1547.0,4036.0,6.0
60789.94,4.0,42162.64,920.0,4980.0,15.0
26813.65,3.0,31511.77,1653.0,1889.0,9.0
31153.0,2.0,32654.61,1857.0,2842.0,6.0
21324.86,3.0,20530.33,682.0,4091.0,11.0
36776.47,2.0,30844.86,1002.0,3369.0,13.0
32105.42,3.0,31576.5,1153.0,2503.0,9.0
52473.15,3.0,36330.79,1383.0,3709.0,12.0
33928.72,4.0,30084.97,1501.0,3805.0,9.0
39074.71,4.0,29184.87,1660.0,3115.0,15.0
22080.47,4.0,25786.68,1770.0,3141.0,7.0
45170.17,3.0,31224.72,1658.0,2949.0,15.0
22081.84,3.0,28690.8,499.0,3606.0,9.0
21303.48,2.0,24888.31,1853.0,3677.0,4.0
48141.49,4.0,34013.36,2687.0,3175.0,10.0
49725.22,3.0,37467.61,2259.0,3520.0,10.0
53374.83,4.0,30467.53,1395.0,4182.0,17.0
45404.47,3.0,33879.12,1756.0,2812.0,12.0
15071.66,4.0,21204.22,1701.0,4470.0,8.0
54664.36,3.0,33151.08,2094.0,4368.0,16.0
40357.58,4.0,30569.08,2154.0,3937.0,12.0
41629.8,4.0,35775.75,1155.0,2715.0,12.0
32324.69,4.0,28237.07,1157.0,4687.0,10.0
36925.1,3.0,37749.17,885.0,2033.0,9.0
52662.37,1.0,35291.56,1859.0,2404.0,12.0
34579.43,3.0,28372.99,1605.0,4608.0,11.0
36997.37,5.0,33489.39,2511.0,4415.0,11.0
31837.56,3.0,28058.02,1365.0,4541.0,11.0
44675.03,3.0,30298.27,2031.0,3262.0,15.0
42687.58,6.0,36781.45,1153.0,3382.0,11.0
45798.11,3.0,33420.97,1161.0,3276.0,14.0
37642.47,3.0,29642.38,1516.0,4052.0,11.0
45646.66,4.0,35628.65,2272.0,4036.0,12.0
47776.02,2.0,33434.38,1115.0,2874.0,11.0
29488.42,4.0,24402.69,1959.0,3729.0,11.0
50771.07,5.0,38561.84,2377.0,2933.0,15.0
36599.0,6.0,31876.88,2300.0,3426.0,9.0
38597.53,3.0,28997.84,1618.0,2991.0,9.0
29092.85,3.0,30871.71,2065.0,2800.0,10.0
38817.5,3.0,31037.89,628.0,4054.0,6.0
30517.5,3.0,31371.26,406.0,3666.0,6.0
37954.16,2.0,28954.53,1703.0,4106.0,12.0
47431.62,2.0,32249.0,2300.0,2964.0,15.0
55586.85,5.0,32690.68,2364.0,4251.0,16.0
41373.29,2.0,28109.04,1587.0,4098.0,10.0
31287.92,6.0,37583.22,1533.0,3017.0,9.0
36692.43,4.0,27366.7,2337.0,2956.0,13.0
32084.17,3.0,34455.96,1194.0,1809.0,12.0
34780.21,3.0,30888.99,965.0,2506.0,13.0
7146.99,2.0,21252.35,852.0,2372.0,5.0
25690.76,3.0,26956.61,1060.0,3939.0,13.0
31381.72,3.0,32227.96,1956.0,1899.0,11.0
49347.14,1.0,34622.23,1487.0,3854.0,14.0
44493.61,6.0,30908.97,1611.0,3129.0,15.0
42007.8,2.0,35106.06,905.0,3702.0,9.0
32527.33,4.0,25176.79,1723.0,4073.0,14.0
48207.7,2.0,35138.44,1592.0,2446.0,12.0
23510.02,4.0,24136.22,1209.0,3435.0,12.0
37559.08,3.0,29243.62,1280.0,3075.0,13.0
57946.42,4.0,37198.08,1518.0,2707.0,15.0
39544.58,5.0,34699.61,1341.0,3397.0,7.0
32363.56,3.0,26744.41,1222.0,5533.0,9.0
41677.55,3.0,33164.16,1804.0,3437.0,13.0
37505.68,3.0,33502.47,2276.0,2974.0,11.0
25625.48,4.0,30769.04,1529.0,3469.0,12.0
44325.96,2.0,33468.52,2173.0,4355.0,7.0
46689.11,3.0,28278.48,961.0,3335.0,16.0
34826.87,4.0,27801.73,1914.0,2507.0,14.0
28618.06,3.0,35481.5,1294.0,1731.0,10.0
40226.41,4.0,29218.3,1932.0,4410.0,13.0
39093.23,4.0,34785.8,2803.0,4270.0,8.0
