responses,offer_discount,offer_quality,offer_reach
4151.0,26.0,10.257680190454439,31344.0
3397.0,35.0,15.194379645850159,24016.0
3274.0,21.0,13.971468376460841,28832.0
3426.0,27.0,6.054338098808626,26747.0
5745.0,42.0,16.80136546351504,46968.0
5619.0,30.0,7.918997059002768,12413.0
3135.0,37.0,10.244309988593683,25436.0
4466.0,32.0,15.232037317453063,33494.0
4579.0,30.0,12.304583951171056,34066.0
4927.0,16.0,10.719936819780322,47976.0
3284.0,11.0,11.218409016668424,40007.0
5893.0,31.0,18.51146945100862,32563.0
4666.0,28.0,10.626024054867823,40702.0
6469.0,54.0,16.995556195461464,31192.0
2103.0,0.0,17.28515008924504,27076.0
6033.0,35.0,13.785880786667772,32255.0
5290.0,29.0,16.922629350289426,33842.0
4486.0,32.0,13.346848099663742,45117.0
5047.0,27.0,11.080529540942488,25062.0
3660.0,46.0,12.25183998009625,23103.0
5628.0,45.0,11.21606730223509,39690.0
4370.0,22.0,13.235880489347077,35107.0
1639.0,18.0,10.518066353367846,25996.0
4959.0,36.0,10.570143132255243,29244.0
6765.0,48.0,12.500230426064514,50341.0
5709.0,44.0,18.832964443169868,47203.0
4852.0,26.0,9.982394964922216,39870.0
4055.0,27.0,11.158945054541295,35590.0
5186.0,43.0,10.282790073838315,41975.0
3425.0,31.0,17.714528049697027,32482.0
5012.0,36.0,15.964955909791477,29174.0
5265.0,42.0,10.020967971354526,38830.0
3398.0,32.0,12.93352312749838,35045.0
3955.0,30.0,10.879345650384213,46612.0
4803.0,23.0,16.225344895656974,38956.0
4516.0,51.0,12.038308097232795,23717.0
4040.0,42.0,19.494889480504437,13634.0
3779.0,20.0,12.034028085390743,26502.0
4979.0,39.0,12.19415209893958,36378.0
6725.0,34.0,8.136052802129177,60662.0
4222.0,24.0,7.55523900458857,44853.0
2428.0,19.0,13.209238718546676,34915.0
4430.0,26.0,11.513903169811122,30538.0
3169.0,31.0,13.266370631446211,25551.0
5821.0,52.0,16.457424060417846,44043.0
2686.0,24.0,16.15988329614392,31180.0
4376.0,20.0,8.246260248427275,42116.0
4905.0,44.0,17.833705818477778,25720.0
4614.0,32.0,13.898045998304516,20472.0
3186.0,25.0,16.654444586912,29817.0
4227.0,19.0,13.513101623839471,35258.0
3843.0,30.0,15.741825038551948,36272.0
4168.0,31.0,8.1459528600344,16125.0
4393.0,46.0,8.55661304730823,31874.0
4345.0,40.0,4.25245427443408,28203.0
2151.0,32.0,11.309345550979186,19750.0
4658.0,16.0,12.506505353012711,46833.0
3092.0,27.0,17.824996639361462,24724.0
6270.0,46.0,15.709980329782052,38913.0
4731.0,21.0,16.176522158151652,36093.0
3306.0,23.0,10.994283502163464,40339.0
2265.0,22.0,17.195183238313778,34474.0
5764.0,40.0,12.771558920471339,40112.0
2928.0,33.0,15.876611833360423,29523.0
3603.0,22.0,15.299323285945528,34621.0
4391.0,31.0,8.781807666445967,28004.0
2775.0,27.0,14.87573962315572,28810.0
3726.0,21.0,9.30852746802984,45892.0
3928.0,16.0,13.885306220810541,31080.0
5048.0,36.0,15.947425749148444,41835.0
5803.0,45.0,22.3191720408032,56988.0
5224.0,36.0,17.63130611492678,35589.0
7847.0,36.0,20.14852547172672,38289.0
3273.0,39.0,11.686811650218502,11881.0
3955.0,26.0,8.247146290557422,21363.0
4768.0,25.0,8.725066033712114,31158.0
2073.0,18.0,15.328596605917461,25732.0
4999.0,29.0,11.644600720173312,34368.0
5408.0,39.0,13.218291547298431,46310.0
2328.0,35.0,11.133731654897685,18554.0
5191.0,27.0,17.89773792109824,40076.0
2579.0,29.0,16.215920443256906,34580.0
5696.0,36.0,16.559721301641154,42641.0
5472.0,28.0,14.225260000867518,41258.0
3402.0,25.0,18.562750272149962,34729.0
3357.0,27.0,10.50254365145122,39645.0
3126.0,17.0,9.768370492693956,33026.0
2311.0,16.0,13.702528828383187,27520.0
4485.0,44.0,18.394651862010598,41063.0
5219.0,11.0,17.636664576147393,45841.0
4437.0,45.0,12.355700473199523,28573.0
3345.0,43.0,12.261011399722195,22809.0
4528.0,33.0,14.02530670782232,30174.0
4376.0,39.0,11.448128890827032,37788.0
4758.0,27.0,15.8409346218874,27283.0
5136.0,38.0,10.686678948043781,35181.0
7129.0,47.0,15.92984620386571,37757.0
4751.0,31.0,19.503609421737565,18239.0
2541.0,19.0,15.410837455067586,50810.0
2831.0,46.0,14.384374046107286,26069.0
4573.0,36.0,12.923552678492046,34550.0
3374.0,31.0,11.397453018278823,56144.0
7163.0,42.0,10.583335241722429,39622.0
4772.0,28.0,8.42200930216643,33348.0
997.0,14.0,8.168698711575214,20109.0
2811.0,30.0,16.077546541440867,34120.0
7606.0,39.0,13.459745004684985,57468.0
2930.0,34.0,16.604547917965053,13701.0
6428.0,27.0,15.005373189394822,38235.0
2729.0,26.0,5.604500491178891,32713.0
5527.0,30.0,8.972462691732165,35841.0
4706.0,39.0,10.68290478000719,33813.0
1155.0,22.0,12.42791758045821,15443.0
5963.0,31.0,9.830683706379949,46460.0
4079.0,13.0,13.246717212607358,30048.0
2170.0,32.0,12.016055137672758,21342.0
3300.0,19.0,10.999077090130541,22027.0
5641.0,41.0,12.939514875614268,26754.0
5744.0,34.0,7.909848100181538,37674.0
2953.0,22.0,11.19065009490784,28672.0
2768.0,26.0,18.272432859061,30817.0
3175.0,48.0,11.288149612284215,20381.0
5698.0,38.0,8.80793519997235,35622.0
4302.0,29.0,14.608415842556013,34187.0
5869.0,29.0,12.959266630317261,38813.0
1764.0,7.0,13.598745967677594,35386.0
7307.0,63.0,13.61061794444235,41727.0
3509.0,31.0,13.565914662462104,34167.0
4135.0,42.0,16.443271089173557,22128.0
3331.0,11.0,7.478904833401868,37521.0
5520.0,34.0,14.347807026841712,36669.0
5326.0,32.0,11.370632538127957,41852.0
4370.0,29.0,15.07705466012533,25207.0
4892.0,21.0,13.475256638186641,35636.0
1640.0,29.0,15.770630350158243,18825.0
4697.0,33.0,6.953742084222344,42255.0
3237.0,19.0,13.248555772570963,41469.0
5003.0,36.0,15.93396921600792,30932.0
2047.0,13.0,20.829991726864122,25450.0
3488.0,10.0,15.439787854978778,44357.0
4114.0,36.0,14.525996533810087,33502.0
3331.0,22.0,17.06212560296881,34310.0
5089.0,30.0,18.045010969950464,34442.0
6601.0,39.0,11.737981988909901,41000.0
3329.0,26.0,11.80667029756858,40465.0
5024.0,30.0,14.905251538814749,34206.0
4800.0,39.0,16.823464478485594,33984.0
5054.0,45.0,12.164028657003163,21016.0
4136.0,24.0,16.436307999195666,29960.0
5023.0,27.0,9.418852698975963,37994.0
4601.0,28.0,8.31904343060615,39503.0
5715.0,31.0,18.48047172786851,38756.0
3010.0,24.0,8.663049861363973,40541.0
4279.0,37.0,22.333073755891718,21030.0
3947.0,10.0,12.943773387988855,46627.0
5789.0,50.0,20.417137458820413,38747.0
3406.0,39.0,10.52113600989829,36461.0
4745.0,32.0,14.761834918668793,36829.0
1540.0,24.0,11.569901799836632,41638.0
4647.0,23.0,16.320759596060704,33221.0
4438.0,40.0,8.328097313909232,9006.0
4586.0,32.0,11.685720496906606,51591.0
5498.0,60.0,11.820461390911099,39326.0
4184.0,25.0,17.330368435410996,37677.0
8112.0,49.0,18.352082949883503,57054.0
3306.0,19.0,14.158253675897113,35876.0
4037.0,21.0,18.94956180561533,36817.0
3915.0,31.0,10.558718607804952,29100.0
6733.0,37.0,11.38330488858603,37599.0
2858.0,27.0,10.376073252988196,26722.0
2223.0,23.0,15.355273648111098,26412.0
4067.0,20.0,9.751285867793364,30820.0
4958.0,40.0,17.712404764002482,42572.0
4875.0,33.0,11.6184434214932,34754.0
1932.0,33.0,5.273176885133988,28797.0
3841.0,38.0,11.5720262873875,31513.0
2941.0,30.0,11.909420437544643,30038.0
4882.0,43.0,10.51437790355635,26548.0
3850.0,39.0,15.747441907352748,38408.0
3013.0,47.0,15.675528994566928,34880.0
5915.0,44.0,12.407113811681418,36931.0
3449.0,24.0,10.52562618440126,45130.0
4128.0,28.0,13.500685169025372,47453.0
5661.0,53.0,12.109130178835024,37622.0
3301.0,20.0,15.991774211079136,53870.0
3377.0,30.0,14.71627821146762,24088.0
2399.0,30.0,13.42609401194217,30230.0
4462.0,37.0,12.087336230549141,31374.0
4126.0,35.0,15.559966629055337,31989.0
5844.0,24.0,15.098448116560483,44371.0
6544.0,43.0,12.360047842538911,48585.0
6092.0,20.0,16.522011661978688,47830.0
5335.0,36.0,16.401914903001966,38315.0
4608.0,31.0,10.441314798894663,30794.0
4172.0,34.0,9.941402407172099,30709.0
6500.0,42.0,9.043423036318037,35670.0
2155.0,21.0,10.814692675096873,24547.0
4230.0,26.0,15.623906455081233,38167.0
4699.0,39.0,9.24541257981783,24750.0
5883.0,37.0,11.343294131402146,34328.0
3702.0,28.0,12.226369762337757,14012.0
2475.0,21.0,10.83604381468743,27076.0
4738.0,37.0,9.00337187221661,41651.0
5007.0,29.0,12.350135014270903,31801.0
4781.0,20.0,13.679628244076248,42393.0
3378.0,13.0,13.22426372597344,38467.0
4314.0,41.0,15.405127091126264,30987.0
6906.0,45.0,14.6102562347102,28792.0
6673.0,44.0,19.466275289092035,26000.0
4840.0,35.0,14.04385256637228,39273.0
5540.0,43.0,17.07071633443193,38370.0
4640.0,41.0,15.163932037157078,47058.0
2661.0,21.0,16.136124368016095,24772.0
3399.0,40.0,11.685533079997084,15668.0
3868.0,37.0,10.644179272804275,27226.0
5416.0,34.0,7.3161892733973595,29619.0
3493.0,31.0,14.926444271961003,31976.0
4219.0,41.0,8.021322953980096,27739.0
4623.0,42.0,14.174101221318727,34171.0
3481.0,25.0,13.13761028929,38731.0
5334.0,32.0,10.800578213191187,33139.0
4280.0,18.0,15.322827380690837,52078.0
3255.0,24.0,11.513663087955432,54078.0
1847.0,32.0,10.74691808670343,7825.0
5255.0,37.0,14.09762558337768,45811.0
5660.0,43.0,11.637889176461144,32881.0
3774.0,18.0,14.595375836523882,41001.0
3520.0,31.0,18.963219111981715,32463.0
4510.0,26.0,14.127960910629529,28075.0
4416.0,40.0,19.912403057633867,24934.0
3517.0,31.0,15.310506778952803,34473.0
4384.0,36.0,15.522811777300413,49449.0
6490.0,45.0,9.811569301769143,39681.0
2582.0,20.0,16.58733643808433,26423.0
5449.0,46.0,14.777898191757474,26249.0
2852.0,29.0,14.299075949634135,24962.0
2366.0,15.0,20.137823367018118,20099.0
2861.0,30.0,12.25627727137186,27381.0
5651.0,25.0,8.864326283587372,36622.0
6703.0,37.0,18.05758251061946,47741.0
3780.0,23.0,8.254309162907674,27213.0
5501.0,25.0,17.03076101225799,44783.0
5917.0,37.0,13.896931772045917,39187.0
5407.0,21.0,14.001989716682639,53949.0
3527.0,41.0,6.023285985414164,46523.0
2492.0,31.0,11.045198021524847,17909.0
2687.0,34.0,6.497369707079073,30503.0
4462.0,42.0,11.452211577473513,25968.0
6480.0,39.0,19.769744046456303,46143.0
4466.0,25.0,10.250681544848788,47196.0
3539.0,33.0,18.654194548802394,23446.0
3239.0,31.0,10.859337150046182,42935.0
6766.0,36.0,14.404260462331312,37891.0
2654.0,36.0,9.949915543380524,28310.0
4901.0,43.0,10.974410471905578,33668.0
4719.0,49.0,11.115500942732284,23132.0
6002.0,52.0,14.049988737814022,35014.0
3927.0,37.0,17.2262091931171,38589.0
5189.0,25.0,10.91505249920922,42425.0
4126.0,41.0,10.50577358868626,28015.0
4638.0,33.0,8.771188557991366,29638.0
4168.0,46.0,7.962542958589536,17559.0
6213.0,42.0,13.39562787897767,32512.0
4535.0,16.0,5.961141465284654,37355.0
4556.0,27.0,12.329318372923698,31973.0
5178.0,13.0,16.647387151221583,54103.0
5504.0,37.0,15.851308276341472,41141.0
3348.0,46.0,10.24838269105974,21901.0
4797.0,36.0,5.809030021028478,40698.0
6510.0,44.0,15.22359383303786,41460.0
3069.0,28.0,8.508823230952032,39660.0
3764.0,29.0,14.399961458597613,28627.0
595.0,25.0,9.136176406116624,31334.0
3728.0,26.0,17.80576401445382,22562.0
2860.0,16.0,11.787418742114035,31969.0
3078.0,48.0,14.086916597541066,22306.0
4822.0,31.0,9.63506375567767,38969.0
2946.0,34.0,15.72472579610417,22864.0
5095.0,31.0,18.7657521692429,54009.0
3747.0,35.0,13.95801100086754,30493.0
3881.0,2.0,13.903252916514575,57235.0
5782.0,37.0,13.5989414532066,39659.0
4271.0,38.0,10.070294007948702,40732.0
5859.0,28.0,18.611282919161813,45161.0
3974.0,45.0,7.561000225480487,32103.0
6552.0,45.0,7.747894050949313,48347.0
7123.0,25.0,16.8198901783719,52253.0
4058.0,34.0,11.859265722557033,23387.0
6101.0,43.0,9.726774642064223,39656.0
2999.0,21.0,17.45630526794049,35543.0
2206.0,34.0,7.901034680493309,26262.0
1781.0,18.0,11.085911033064326,27619.0
4345.0,12.0,10.725920227617827,34411.0
2315.0,23.0,11.44335760747409,33333.0
4090.0,27.0,13.825210431500501,31678.0
2635.0,13.0,14.968367568798183,33513.0
5429.0,45.0,14.15173263157326,36845.0
2246.0,31.0,15.341323183889434,26255.0
4186.0,36.0,10.296537758278957,31717.0
4814.0,23.0,13.347161936121221,48670.0
5922.0,37.0,15.565122332144245,19051.0
4142.0,31.0,6.2794330947807175,43619.0
5797.0,38.0,14.573322802630608,32219.0
3956.0,35.0,14.050299842557301,17270.0
6507.0,42.0,10.802166127600081,38790.0
3961.0,37.0,12.52439358040682,14171.0
6780.0,38.0,14.436003120370518,19464.0
4764.0,28.0,11.188853798167912,33003.0
4767.0,23.0,7.982484094235916,22167.0
6510.0,48.0,14.716363448844596,32880.0
5310.0,41.0,18.386959311503933,43546.0
4537.0,23.0,11.210884709332433,39459.0
7561.0,33.0,13.667172661144807,36062.0
4879.0,35.0,13.00532556938635,48114.0
5507.0,26.0,6.385615110731009,42016.0
3516.0,17.0,9.977089184741363,30278.0
3429.0,20.0,11.864473261430994,22832.0
3490.0,31.0,8.07722681160888,30365.0
4730.0,26.0,16.873191866163538,32490.0
3093.0,25.0,12.310993660259523,29653.0
3424.0,30.0,14.326305907669418,26667.0
4403.0,42.0,9.403833341360809,38423.0
3259.0,38.0,8.693906167588663,40445.0
4670.0,27.0,15.866414032730916,44734.0
6284.0,32.0,13.217491755822643,31785.0
1069.0,18.0,12.334363440810932,28379.0
4274.0,29.0,11.082069424753191,30336.0
2123.0,30.0,16.420516209818846,19255.0
3177.0,24.0,12.441300270843165,28613.0
5349.0,37.0,12.91601970076971,30621.0
6116.0,43.0,14.486775767986577,36361.0
4249.0,24.0,14.066568936763668,33991.0
3359.0,23.0,13.833853758175989,32197.0
2116.0,9.0,15.438599046950792,37211.0
2082.0,36.0,8.730389683995051,15517.0
2007.0,19.0,15.106487782055872,16408.0
3703.0,32.0,9.884761266723922,13122.0
3057.0,55.0,12.453113022605635,13214.0
4209.0,17.0,10.845909469754497,44389.0
4871.0,43.0,13.275057510713319,39442.0
3940.0,26.0,14.778580069368534,34908.0
4200.0,28.0,8.664679239649304,26809.0
3612.0,26.0,18.001328952114317,28896.0
2496.0,39.0,15.046348923404828,17699.0
1374.0,17.0,14.363658485339947,29229.0
2782.0,26.0,17.39335928470556,31251.0
4808.0,34.0,14.297940480397429,37698.0
4005.0,21.0,18.04091629310512,45605.0
5095.0,36.0,8.525380517676895,40812.0
4367.0,22.0,15.70140418700003,37876.0
4427.0,22.0,11.892619521993232,24628.0
5034.0,36.0,11.691858069924601,44693.0
3677.0,25.0,12.810104460684892,26164.0
3101.0,28.0,9.416199708219356,33501.0
2425.0,23.0,17.360170902257725,34200.0
3090.0,38.0,11.430685911341866,26899.0
5576.0,41.0,9.261224642998645,40666.0
4051.0,21.0,7.065438162045278,39285.0
2527.0,28.0,12.829877334007358,30953.0
4885.0,41.0,10.41078259024395,37711.0
3815.0,35.0,10.473041187858252,42198.0
3680.0,23.0,14.637510862092896,36442.0
5384.0,38.0,7.159097194240674,37205.0
6023.0,40.0,14.395906480933341,34989.0
5985.0,26.0,10.609686387075662,34098.0
5085.0,52.0,14.018379261915205,30932.0
4044.0,24.0,2.607686633516794,29903.0
2948.0,34.0,9.23377865902566,28008.0
3030.0,30.0,9.173988592448945,18593.0
4314.0,32.0,6.940616030785881,31138.0
5484.0,41.0,13.113805458530155,42308.0
3001.0,30.0,6.396049954152389,12339.0
3707.0,22.0,9.325692972132074,47511.0
5911.0,42.0,9.229644149857618,43664.0
3935.0,29.0,8.709003214694174,37697.0
1828.0,25.0,8.173106711626982,32716.0
4860.0,33.0,10.128835864088066,36900.0
3836.0,30.0,16.094865672639926,43332.0
623.0,24.0,13.218683859323503,15700.0
6346.0,29.0,16.032229393175605,46694.0
2987.0,17.0,13.753104710433497,23159.0
2963.0,25.0,13.005501625974903,24111.0
3050.0,38.0,10.477435231865117,33657.0
1666.0,26.0,19.532017703238044,21732.0
4404.0,34.0,16.44259091820972,22863.0
5980.0,43.0,10.348744465980708,45328.0
3674.0,47.0,9.937331764285464,15498.0
3773.0,17.0,10.05144595431438,35603.0
5144.0,31.0,11.803482202185716,44319.0
6610.0,40.0,12.879431886820035,48715.0
6202.0,32.0,13.836868444649584,64374.0
3484.0,27.0,13.457999583531778,40074.0
3243.0,12.0,6.33917099495354,32976.0
2472.0,16.0,14.233645702080146,21631.0
3078.0,31.0,14.933996746836733,37213.0
2624.0,42.0,12.006721071446014,20003.0
6167.0,34.0,11.73619491825395,46929.0
5480.0,38.0,6.8752128155249235,30136.0
3638.0,42.0,8.431821092570079,38287.0
5501.0,28.0,14.203503308423697,30355.0
6828.0,51.0,13.993074969627733,28025.0
4391.0,36.0,10.743967471158404,34780.0
2470.0,8.0,12.459934001978167,26101.0
3736.0,23.0,13.20162494811315,22390.0
3937.0,46.0,14.937836277284799,23318.0
5086.0,49.0,13.231586420496104,30801.0
5422.0,44.0,13.190445973354262,42200.0
1992.0,21.0,12.564922297366577,14990.0
5661.0,33.0,12.96248825167364,42747.0
3569.0,28.0,15.91545608835265,36759.0
2069.0,24.0,15.827639473549722,24736.0
6852.0,46.0,11.87585566497275,40890.0
4701.0,45.0,12.712875264706398,23232.0
5167.0,35.0,21.465250557977843,57657.0
5896.0,28.0,11.30716419461556,47446.0
3087.0,31.0,16.40746674653537,28547.0
4396.0,26.0,18.014588828084065,41445.0
1655.0,23.0,10.860442740923144,24789.0
5057.0,35.0,9.184882784454434,19643.0
4018.0,17.0,13.009943886673828,50402.0
3721.0,30.0,14.038367907795909,41650.0
4054.0,42.0,12.598770209796443,27576.0
3321.0,26.0,8.30154678687248,34346.0
5741.0,40.0,12.023013285262925,36237.0
4225.0,36.0,16.322853833449376,35771.0
5301.0,34.0,4.995962770888135,33905.0
3215.0,26.0,8.643909456026064,41501.0
4125.0,7.0,10.306212869391945,57644.0
5336.0,32.0,12.0771598772481,34883.0
7182.0,44.0,14.418542519776809,62013.0
5297.0,31.0,8.827123532592498,41494.0
6702.0,36.0,11.182865841380071,33007.0
6515.0,48.0,10.622896136985926,37752.0
5672.0,27.0,17.26839109091957,40119.0
6842.0,52.0,14.9162196067602,40941.0
3421.0,31.0,15.693037406296138,31850.0
3164.0,33.0,12.522069846261171,42433.0
4945.0,32.0,13.126116358694288,44609.0
5285.0,31.0,22.33666441058225,33487.0
5656.0,20.0,6.78677776585534,31841.0
5057.0,38.0,12.890889587525118,52193.0
5153.0,26.0,12.68351188620451,34523.0
5753.0,49.0,8.208288035431881,44037.0
7205.0,54.0,17.02887384773881,38144.0
3893.0,29.0,11.154488262703284,35917.0
3224.0,22.0,15.023974874537014,29893.0
2419.0,36.0,11.23448202638539,17163.0
5212.0,43.0,15.016041860939648,27384.0
4161.0,35.0,16.12496960234317,31922.0
4854.0,49.0,9.933136718596376,26607.0
4121.0,31.0,13.06023380862287,30202.0
4547.0,30.0,14.356298870231395,39186.0
3875.0,20.0,15.71995503377214,27471.0
4437.0,51.0,13.878138528779226,44506.0
2500.0,28.0,12.37763690767444,32889.0
4275.0,28.0,11.427666680423973,39243.0
5046.0,40.0,11.010649779366785,31693.0
4036.0,34.0,17.548499866994636,36508.0
3325.0,22.0,14.00302749338448,30992.0
1818.0,13.0,12.462725784984276,32047.0
4601.0,35.0,12.231359795294559,36769.0
2932.0,25.0,12.345726006776479,34591.0
6064.0,38.0,11.815643921333292,47947.0
2855.0,31.0,14.346574446756373,31211.0
3344.0,37.0,6.955381690720703,22395.0
3556.0,23.0,6.3471408608680155,28268.0
6208.0,53.0,13.451693732272524,19178.0
3097.0,27.0,10.437709043886734,35712.0
1958.0,7.0,16.811841927328633,28979.0
2936.0,19.0,13.959450074459534,23441.0
3524.0,23.0,15.182628913143537,35792.0
6534.0,26.0,13.225733314666739,39731.0
3438.0,28.0,13.692617596498957,35746.0
3142.0,17.0,18.804248477397742,27034.0
5419.0,35.0,7.791114739513874,43136.0
6038.0,45.0,16.55060969756521,40248.0
2915.0,35.0,20.336378022199824,23283.0
5423.0,33.0,14.66984325714764,27094.0
4794.0,41.0,15.662331142186927,40164.0
4552.0,40.0,14.757218299193429,36886.0
3756.0,26.0,12.02941171396908,32028.0
5421.0,39.0,10.606584895639891,26570.0
3933.0,13.0,17.614302631849867,44874.0
5226.0,36.0,11.95388566029777,44835.0
5197.0,28.0,13.573991590619316,43091.0
4114.0,13.0,14.479403706347808,51162.0
4180.0,48.0,8.069957310221943,29824.0
6093.0,34.0,20.426277498650624,24781.0
2681.0,23.0,16.65870241329708,27826.0
4834.0,45.0,11.27330753650536,43592.0
6005.0,43.0,13.091868967522817,45263.0
3080.0,21.0,14.177222985818428,25849.0
3194.0,12.0,17.914502492152028,32537.0
3780.0,37.0,11.56894577409387,21249.0
3234.0,42.0,9.537029617571548,29029.0
5130.0,32.0,9.918971414923321,22714.0
5281.0,34.0,18.204904003623817,13103.0
1153.0,30.0,12.672456289210572,20167.0
3431.0,32.0,6.603251157881322,30104.0
